ID,source,tweetId,label,instance,start,end,tweetText,notes
89,lightTag,'383111645859311616',place name,Kashmir,63,70,Five Indian Soldiers and Six Policemen dead in Indian occupied Kashmir. #Pakistan http://t.co/es7W944i9S,
90,lightTag,'503650192499818496',place name,Napa,95,99,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",
91,lightTag,'503650192499818496',severity or quantity,Significant,73,84,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",
92,lightTag,'503650192499818496',severity or quantity,Dozens,60,66,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",
93,lightTag,'503650192499818496',type of impact,Damage,85,91,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",
94,lightTag,'503650192499818496',location modifier,In,92,94,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",
95,lightTag,'503650192499818496',place name,San Francisco Bay Area,36,58,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",
96,lightTag,'503650192499818496',type of impact,Hurt,67,71,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa -- CBS San Fran http://t.co/yCJtW6z3FJ",
97,lightTag,'451815810936238080',location modifier,Off,75,78,"sanjobaba 7.6 Earthquake Off Northern Chile, April 2, 2014: 7.6 Earthquake Off Northern Chile, April 2, 2014,... http://t.co/3GmFhCFWfl",
98,lightTag,'451815810936238080',location modifier,Northern,29,37,"sanjobaba 7.6 Earthquake Off Northern Chile, April 2, 2014: 7.6 Earthquake Off Northern Chile, April 2, 2014,... http://t.co/3GmFhCFWfl",
99,lightTag,'451815810936238080',place name,Chile,38,43,"sanjobaba 7.6 Earthquake Off Northern Chile, April 2, 2014: 7.6 Earthquake Off Northern Chile, April 2, 2014,... http://t.co/3GmFhCFWfl",
100,lightTag,'451815810936238080',place name,Northern Chile,79,93,"sanjobaba 7.6 Earthquake Off Northern Chile, April 2, 2014: 7.6 Earthquake Off Northern Chile, April 2, 2014,... http://t.co/3GmFhCFWfl",
101,lightTag,'383112728736317440',place name,"Cobb, California",43,59,"USGS reports a M0.9 #earthquake 5km WNW of Cobb, California on 9/26/13 @ 6:14:06 UTC http://t.co/bya5jJQtCU #quake",
102,lightTag,'383112728736317440',location modifier,5km WNW of,32,42,"USGS reports a M0.9 #earthquake 5km WNW of Cobb, California on 9/26/13 @ 6:14:06 UTC http://t.co/bya5jJQtCU #quake",
103,lightTag,'455016780327424001',type of impact,dead,5,9,Five dead as earthquake hits Chile http://t.co/lPw5kqPo96,
104,lightTag,'455016780327424001',place name,Chile,29,34,Five dead as earthquake hits Chile http://t.co/lPw5kqPo96,
105,lightTag,'455016780327424001',severity or quantity,Five,0,4,Five dead as earthquake hits Chile http://t.co/lPw5kqPo96,
106,lightTag,'504606059894685696',place name,California,41,51,Napa Valley quake won�??t spike price of California wine. http://t.co/ZjRW6WJP93,
107,lightTag,'504606059894685696',place name,Napa,0,4,Napa Valley quake won�??t spike price of California wine. http://t.co/ZjRW6WJP93,
108,lightTag,'382863063818317824',severity or quantity,At least 328,15,27,"@BBCBreaking: At least 328 people are known to have died in powerful #earthquake in Pakistan, hundreds more injured http://t.co/ZaYn3ayQWv",
109,lightTag,'382863063818317824',location modifier,in,82,84,"@BBCBreaking: At least 328 people are known to have died in powerful #earthquake in Pakistan, hundreds more injured http://t.co/ZaYn3ayQWv",
110,lightTag,'382863063818317824',place name,Pakistan,85,93,"@BBCBreaking: At least 328 people are known to have died in powerful #earthquake in Pakistan, hundreds more injured http://t.co/ZaYn3ayQWv",
111,lightTag,'382863063818317824',severity or quantity,hundreds more,95,108,"@BBCBreaking: At least 328 people are known to have died in powerful #earthquake in Pakistan, hundreds more injured http://t.co/ZaYn3ayQWv",
112,lightTag,'382863063818317824',type of impact,died,53,57,"@BBCBreaking: At least 328 people are known to have died in powerful #earthquake in Pakistan, hundreds more injured http://t.co/ZaYn3ayQWv",
113,lightTag,'382863063818317824',item affected,people,28,34,"@BBCBreaking: At least 328 people are known to have died in powerful #earthquake in Pakistan, hundreds more injured http://t.co/ZaYn3ayQWv",
114,lightTag,'382863063818317824',type of impact,injured,109,116,"@BBCBreaking: At least 328 people are known to have died in powerful #earthquake in Pakistan, hundreds more injured http://t.co/ZaYn3ayQWv",
115,lightTag,'451269296379797504',place name,Chile,36,41,"RT @NewIndianXpress: #Tsunami Hits #Chile , 5 Dead in Magnitude-8.2 Quake - http://t.co/eqXxPJVANM #ChileEarthquake",
116,lightTag,'451269296379797504',type of impact,Tsunami,22,29,"RT @NewIndianXpress: #Tsunami Hits #Chile , 5 Dead in Magnitude-8.2 Quake - http://t.co/eqXxPJVANM #ChileEarthquake",
117,lightTag,'451269296379797504',location modifier,in,51,53,"RT @NewIndianXpress: #Tsunami Hits #Chile , 5 Dead in Magnitude-8.2 Quake - http://t.co/eqXxPJVANM #ChileEarthquake",
118,lightTag,'451269296379797504',severity or quantity,5,44,45,"RT @NewIndianXpress: #Tsunami Hits #Chile , 5 Dead in Magnitude-8.2 Quake - http://t.co/eqXxPJVANM #ChileEarthquake",
119,lightTag,'451269296379797504',type of impact,Dead,46,50,"RT @NewIndianXpress: #Tsunami Hits #Chile , 5 Dead in Magnitude-8.2 Quake - http://t.co/eqXxPJVANM #ChileEarthquake",
120,lightTag,'451771861857099776',item affected,roads,45,50,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6,
121,lightTag,'451771861857099776',type of impact,cracked,37,44,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6,
122,lightTag,'451771861857099776',item affected,throughout country's north,68,94,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6,
123,lightTag,'451771861857099776',type of impact,damage,52,58,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6,
124,lightTag,'451771861857099776',place name,Chile,20,25,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6,
125,lightTag,'451474608571424768',place name,Pacific ocean,69,82,RT @DailyMirror: Incredible video shows tsunami as it spreads across Pacific ocean following Chile earthquake http://t.co/F1sxMQTJnw http:/�??,
126,lightTag,'451474608571424768',type of impact,tsunami,40,47,RT @DailyMirror: Incredible video shows tsunami as it spreads across Pacific ocean following Chile earthquake http://t.co/F1sxMQTJnw http:/�??,
127,lightTag,'451474608571424768',place name,Chile,93,98,RT @DailyMirror: Incredible video shows tsunami as it spreads across Pacific ocean following Chile earthquake http://t.co/F1sxMQTJnw http:/�??,
128,lightTag,'451474608571424768',location modifier,across,62,68,RT @DailyMirror: Incredible video shows tsunami as it spreads across Pacific ocean following Chile earthquake http://t.co/F1sxMQTJnw http:/�??,
129,lightTag,'592305987916320769',place name,after,81,86,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,
130,lightTag,'592305987916320769',place name,Everest,63,70,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,
131,lightTag,'592305987916320769',location modifier,in,60,62,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,
132,lightTag,'592305987916320769',item affected,Dan Fredinburg,38,52,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,
133,lightTag,'592305987916320769',type of impact,killed,53,59,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,
134,lightTag,'592305987916320769',type of impact,avalanche,71,80,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,
135,lightTag,'592305987916320769',place name,Nepal,87,92,kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake �?? http://t.co/FxC3K1WB3t,
136,lightTag,'451577990619873280',location modifier,on,39,41,RT @dougkammerer: NOW a 7.8 earthquake on LAND in CHILE!! This one may be the worst yet. News coming in now.,
137,lightTag,'451577990619873280',location modifier,in,47,49,RT @dougkammerer: NOW a 7.8 earthquake on LAND in CHILE!! This one may be the worst yet. News coming in now.,
138,lightTag,'451577990619873280',place name,CHILE,50,55,RT @dougkammerer: NOW a 7.8 earthquake on LAND in CHILE!! This one may be the worst yet. News coming in now.,
139,lightTag,'451577990619873280',place name,LAND,42,46,RT @dougkammerer: NOW a 7.8 earthquake on LAND in CHILE!! This one may be the worst yet. News coming in now.,
140,lightTag,'451297994953211904',place name,Chile,31,36,RT @WalterMakaula: 5 deaths in Chile 8.2 earthquake.  Updates throughout the morning @CBSMiami @CBS4SummerK @michaelCBS4,
141,lightTag,'451297994953211904',severity or quantity,5,19,20,RT @WalterMakaula: 5 deaths in Chile 8.2 earthquake.  Updates throughout the morning @CBSMiami @CBS4SummerK @michaelCBS4,
142,lightTag,'451297994953211904',location modifier,in,28,30,RT @WalterMakaula: 5 deaths in Chile 8.2 earthquake.  Updates throughout the morning @CBSMiami @CBS4SummerK @michaelCBS4,
143,lightTag,'451297994953211904',type of impact,deaths,21,27,RT @WalterMakaula: 5 deaths in Chile 8.2 earthquake.  Updates throughout the morning @CBSMiami @CBS4SummerK @michaelCBS4,
144,lightTag,'592268439277981696',location modifier,on,92,94,RT @maulinshah9: #NepalQuake :  -Total 33 tremors in last 24 Hours. -Minor cracks are found on Pashupatinath temple. -#EarthQuakeAgain on 1�??,
145,lightTag,'592268439277981696',severity or quantity,Minor,69,74,RT @maulinshah9: #NepalQuake :  -Total 33 tremors in last 24 Hours. -Minor cracks are found on Pashupatinath temple. -#EarthQuakeAgain on 1�??,
146,lightTag,'592268439277981696',item affected,Pashupatinath temple,95,115,RT @maulinshah9: #NepalQuake :  -Total 33 tremors in last 24 Hours. -Minor cracks are found on Pashupatinath temple. -#EarthQuakeAgain on 1�??,
147,lightTag,'592268439277981696',severity or quantity,33,39,41,RT @maulinshah9: #NepalQuake :  -Total 33 tremors in last 24 Hours. -Minor cracks are found on Pashupatinath temple. -#EarthQuakeAgain on 1�??,
148,lightTag,'592268439277981696',type of impact,cracks,75,81,RT @maulinshah9: #NepalQuake :  -Total 33 tremors in last 24 Hours. -Minor cracks are found on Pashupatinath temple. -#EarthQuakeAgain on 1�??,
149,lightTag,'592268439277981696',place name,Nepal,18,23,RT @maulinshah9: #NepalQuake :  -Total 33 tremors in last 24 Hours. -Minor cracks are found on Pashupatinath temple. -#EarthQuakeAgain on 1�??,
150,lightTag,'384007371833356288',location modifier,40km N of,32,41,"USGS reports a M1.4 #earthquake 40km N of North Nenana, Alaska on 9/28/13 @ 17:20:39 UTC http://t.co/Fmxfkb8fOX #quake",
151,lightTag,'384007371833356288',place name,"North Nenana, Alaska",42,62,"USGS reports a M1.4 #earthquake 40km N of North Nenana, Alaska on 9/28/13 @ 17:20:39 UTC http://t.co/Fmxfkb8fOX #quake",
152,lightTag,'504055562850422784',location modifier,on the,41,47,RT @CityofNapa: 9am Aug 25 status report on the South Napa Earthquake has been posted at http://t.co/aMRmWlHe1l,
